trade_name,active_ingredient,strength,form,manufacturer,typical_pack_size,avg_price_egp,therapeutic_group,legal_notes,categories_ar,aliases,is_brand,country,currency,source
Rectal ointment,,,,,,,,,,Rectal ointment|rectal ointment,false,,EGP,wikidata
Drug policy in Thailand,,,,,,,,,,Drug policy in Thailand|drug policy in thailand,false,,EGP,wikidata
(E)-4-Hydroxy-N’-(naphthalen-2-ylmethylene)benzohydrazide,,,,,,,,,,(E)-4-Hydroxy-N’-(naphthalen-2-ylmethylene)benzohydrazide|(e)-4-hydroxy-n’-(naphthalen-2-ylmethylene)benzohydrazide,false,,EGP,wikidata
spruce sprout,,,,,,,,,,spruce sprout,false,,EGP,wikidata
Enterospermum madagascariensis,,,,,,,,,,Enterospermum madagascariensis|enterospermum madagascariensis,false,,EGP,wikidata
Flame of the Forest(palasha),,,,,,,,,,Flame of the Forest(palasha)|flame of the forest(palasha),false,,EGP,wikidata
Blink®,,,,,,,,,,Blink®|blink®,false,,EGP,wikidata
Holy basil,,,,,,,,,,Holy basil|holy basil,false,,EGP,wikidata
Turmeric,,,,,,,,,,Turmeric|turmeric,false,,EGP,wikidata
Lumify,,,,,,,,,,Lumify|lumify,false,,EGP,wikidata
Propolis healing salve,,,,,,,,,,Propolis healing salve|propolis healing salve,false,,EGP,wikidata
Wilkinson's ointment,,,,,,,,,,Wilkinson's ointment|wilkinson's ointment,false,,EGP,wikidata
polymethylsiloxane polyhydrate,,,,,,,,,,polymethylsiloxane polyhydrate,false,,EGP,wikidata
CBR96-doxorubicin immunoconjugate,,,,,,,,,,CBR96-doxorubicin immunoconjugate|cbr96-doxorubicin immunoconjugate,false,,EGP,wikidata
CBR96-doxorubicin immunoconjugate,,,,,,,,,,CBR96-doxorubicin immunoconjugate|cbr96-doxorubicin immunoconjugate,false,,EGP,wikidata
liposomal daunorubicin,,,,,,,,,,liposomal daunorubicin,false,,EGP,wikidata
Actoplus Met,,,,,,,,,,Actoplus Met|actoplus met,false,,EGP,wikidata
heptavalent botulism antitoxin,,,,,,,,,,heptavalent botulism antitoxin,false,,EGP,wikidata
respiratory quinolone,,,,,,,,,,respiratory quinolone,false,,EGP,wikidata
onercept,,,,,,,,,,onercept,false,,EGP,wikidata
Sanatogen,,,,,,,,,,Sanatogen|sanatogen,false,,EGP,wikidata
Swaim's Panacea,,,,,,,,,,Swaim's Panacea|swaim's panacea,false,,EGP,wikidata
Golden star balm,,,,,,,,,,Golden star balm|golden star balm,false,,EGP,wikidata
new oral anticoagulant,,,,,,,,,,new oral anticoagulant,false,,EGP,wikidata
Ubhejane,,,,,,,,,,Ubhejane|ubhejane,false,,EGP,wikidata
Epipactis latifolia,,,,,,,,,,Epipactis latifolia|epipactis latifolia,false,,EGP,wikidata
Evodiae Fructus,,,,,,,,,,Evodiae Fructus|evodiae fructus,false,,EGP,wikidata
Fossilia Ossis Mastodi,,,,,,,,,,Fossilia Ossis Mastodi|fossilia ossis mastodi,false,,EGP,wikidata
Gardeniae Fructus,,,,,,,,,,Gardeniae Fructus|gardeniae fructus,false,,EGP,wikidata
magnolia bark,,,,,,,,,,magnolia bark,false,,EGP,wikidata
mint leaf,,,,,,,,,,mint leaf,false,,EGP,wikidata
Moutan Cortex,,,,,,,,,,Moutan Cortex|moutan cortex,false,,EGP,wikidata
Natrii Sulfus,,,,,,,,,,Natrii Sulfus|natrii sulfus,false,,EGP,wikidata
ophiopogon tuber,,,,,,,,,,ophiopogon tuber,false,,EGP,wikidata
Ostreae Testa,,,,,,,,,,Ostreae Testa|ostreae testa,false,,EGP,wikidata
perilla leaf,,,,,,,,,,perilla leaf,false,,EGP,wikidata
peach pit,,,,,,,,,,peach pit,false,,EGP,wikidata
Phellodendri Cortex,,,,,,,,,,Phellodendri Cortex|phellodendri cortex,false,,EGP,wikidata
pinellia tuber,,,,,,,,,,pinellia tuber,false,,EGP,wikidata
Openvape,,,,,,,,,,Openvape|openvape,false,,EGP,wikidata
Symbicort,,,,,,,,,,Symbicort|symbicort,false,,EGP,wikidata
cloacin,,,,,,,,,,cloacin,false,,EGP,wikidata
streptodornase and streptokinase,,,,,,,,,,streptodornase and streptokinase,false,,EGP,wikidata
vernamycin B,,,,,,,,,,vernamycin B|vernamycin b,false,,EGP,wikidata
circulating thymic factor,,,,,,,,,,circulating thymic factor,false,,EGP,wikidata
REGN-EB3,,,,,,,,,,REGN-EB3|regn-eb3,false,,EGP,wikidata
Kai-Xin-San,,,,,,,,,,Kai-Xin-San|kai-xin-san,false,,EGP,wikidata
streptogramin B,,,,,,,,,,streptogramin B|streptogramin b,false,,EGP,wikidata
archexin,,,,,,,,,,archexin,false,,EGP,wikidata
trecovirsen,,,,,,,,,,trecovirsen,false,,EGP,wikidata
trecovirsen sodium,,,,,,,,,,trecovirsen sodium,false,,EGP,wikidata
5α dihydrodeoxycorticosterone,,,,,,,,,,5α dihydrodeoxycorticosterone,false,,EGP,wikidata
5α dihydroaldosterone,,,,,,,,,,5α dihydroaldosterone,false,,EGP,wikidata
5α dihydrocorticosterone,,,,,,,,,,5α dihydrocorticosterone,false,,EGP,wikidata
5α dihydrocortisol,,,,,,,,,,5α dihydrocortisol,false,,EGP,wikidata
5α dihydrocortisone,,,,,,,,,,5α dihydrocortisone,false,,EGP,wikidata
5α dihydrodeoxycortisol,,,,,,,,,,5α dihydrodeoxycortisol,false,,EGP,wikidata
3α 5α tetrahydrodeoxycorticosterone,,,,,,,,,,3α 5α tetrahydrodeoxycorticosterone,false,,EGP,wikidata
3α 5α tetrahydroaldosterone,,,,,,,,,,3α 5α tetrahydroaldosterone,false,,EGP,wikidata
3α 5α tetrahydrocorticosterone,,,,,,,,,,3α 5α tetrahydrocorticosterone,false,,EGP,wikidata
3α 5α tetrahydrocortisol,,,,,,,,,,3α 5α tetrahydrocortisol,false,,EGP,wikidata
3α 5α tetrahydrocortisone,,,,,,,,,,3α 5α tetrahydrocortisone,false,,EGP,wikidata
3α 5α tetrahydrodeoxycortisol,,,,,,,,,,3α 5α tetrahydrodeoxycortisol,false,,EGP,wikidata
17α-hydroxypregnenolone,,,,,,,,,,17α-hydroxypregnenolone,false,,EGP,wikidata
allopregnanedione,,,,,,,,,,allopregnanedione,false,,EGP,wikidata
17α hydroxyallopregnanedione,,,,,,,,,,17α hydroxyallopregnanedione,false,,EGP,wikidata
17α hydroxyallopregnanolone,,,,,,,,,,17α hydroxyallopregnanolone,false,,EGP,wikidata
5α androstanedione,,,,,,,,,,5α androstanedione,false,,EGP,wikidata
5α dihydrotestosterone,,,,,,,,,,5α dihydrotestosterone,false,,EGP,wikidata
3α 5α androsterone,,,,,,,,,,3α 5α androsterone,false,,EGP,wikidata
3α 5α androstanediol,,,,,,,,,,3α 5α androstanediol,false,,EGP,wikidata
15α 16α hydroxyestrone,,,,,,,,,,15α 16α hydroxyestrone,false,,EGP,wikidata
peginterferon lambda,,,,,,,,,,peginterferon lambda,false,,EGP,wikidata
somidobove,,,,,,,,,,somidobove,false,,EGP,wikidata
urokinase,,,,,,,,,,urokinase,false,,EGP,wikidata
nano-diamino-tetrac,,,,,,,,,,nano-diamino-tetrac,false,,EGP,wikidata
kanglaite,,,,,,,,,,kanglaite,false,,EGP,wikidata
mRNA-1273.214 vaccine,,,,,,,,,,mRNA-1273.214 vaccine|mrna-1273.214 vaccine,false,,EGP,wikidata
Vicks Formula 44,,,,,,,,,,Vicks Formula 44|vicks formula 44,false,,EGP,wikidata
acazicolcept,,,,,,,,,,acazicolcept,false,,EGP,wikidata
MK-2060,,,,,,,,,,MK-2060|mk-2060,false,,EGP,wikidata
AZD2693,,,,,,,,,,AZD2693|azd2693,false,,EGP,wikidata
danaparoid,,,,,,,,,,danaparoid|B01AB09,false,,EGP,wikidata
tinzaparin,,,,,,,,,,tinzaparin|B01AB10,false,,EGP,wikidata
follitropin beta,,,,,,,,,,follitropin beta|G03GA06,false,,EGP,wikidata
hyaluronidase (ovine),,,,,,,,,,hyaluronidase (ovine)|B06AA03,false,,EGP,wikidata
tinzaparin,,,,,,,,,,tinzaparin|B01AB10,false,,EGP,wikidata
sofosbuvir / velpatasvir / voxilaprevir,,,,,,,,,,sofosbuvir / velpatasvir / voxilaprevir|J05AP56,false,,EGP,wikidata
insulin glargine / lixisenatide,,,,,,,,,,insulin glargine / lixisenatide|A10AE54,false,,EGP,wikidata
esomeprazole / naproxen,,,,,,,,,,esomeprazole / naproxen|M01AE52,false,,EGP,wikidata
dolutegravir / rilpivirine,,,,,,,,,,dolutegravir / rilpivirine|J05AR21,false,,EGP,wikidata
ertugliflozin / sitagliptin,,,,,,,,,,ertugliflozin / sitagliptin|A10BD24,false,,EGP,wikidata
anti-thymocyte globulin (rabbit),,,,,,,,,,anti-thymocyte globulin (rabbit),false,,EGP,wikidata
interferon-alpha,,,,,,,,,,interferon-alpha,false,,EGP,wikidata
ragweed pollen extract,,,,,,,,,,ragweed pollen extract,false,,EGP,wikidata
testosterone ester,,,,,,,,,,testosterone ester,false,,EGP,wikidata
World Herbal Forest,,,,,,,,,,World Herbal Forest|world herbal forest,false,,EGP,wikidata
testosterone furoate,,,,,,,,,,testosterone furoate,false,,EGP,wikidata
Arginine vasopressin,,,,,,,,,,Arginine vasopressin|arginine vasopressin,false,,EGP,wikidata
Abilify,,,,,,,,,,Abilify|abilify,false,,EGP,wikidata
acetaminophen/tramadol,,,,,,,,,,acetaminophen/tramadol,false,,EGP,wikidata
epinephrine / prilocaine,,,,,,,,,,epinephrine / prilocaine,false,,EGP,wikidata
fluoxetine / olanzapine,,,,,,,,,,fluoxetine / olanzapine,false,,EGP,wikidata
dexamethasone / tobramycin,,,,,,,,,,dexamethasone / tobramycin,false,,EGP,wikidata
codeine / pseudoephedrine / triprolidine,,,,,,,,,,codeine / pseudoephedrine / triprolidine,false,,EGP,wikidata
betamethasone / calcipotriene,,,,,,,,,,betamethasone / calcipotriene,false,,EGP,wikidata
aspirin / butalbital / caffeine / codeine,,,,,,,,,,aspirin / butalbital / caffeine / codeine,false,,EGP,wikidata
dexamethasone / neomycin / polymyxin B,,,,,,,,,,dexamethasone / neomycin / polymyxin B|dexamethasone / neomycin / polymyxin b,false,,EGP,wikidata
isoniazid / rifampin,,,,,,,,,,isoniazid / rifampin,false,,EGP,wikidata
articaine / epinephrine,,,,,,,,,,articaine / epinephrine,false,,EGP,wikidata
penicillin G benzathine / penicillin G procaine,,,,,,,,,,penicillin G benzathine / penicillin G procaine|penicillin g benzathine / penicillin g procaine,false,,EGP,wikidata
naproxen / sumatriptan,,,,,,,,,,naproxen / sumatriptan,false,,EGP,wikidata
aspirin / caffeine / dihydrocodeine,,,,,,,,,,aspirin / caffeine / dihydrocodeine,false,,EGP,wikidata
clindamycin / tretinoin,,,,,,,,,,clindamycin / tretinoin,false,,EGP,wikidata
aspirin / omeprazole,,,,,,,,,,aspirin / omeprazole,false,,EGP,wikidata
guaifenesin / hydrocodone / pseudoephedrine,,,,,,,,,,guaifenesin / hydrocodone / pseudoephedrine,false,,EGP,wikidata
acetaminophen / caffeine / dihydrocodeine,,,,,,,,,,acetaminophen / caffeine / dihydrocodeine,false,,EGP,wikidata
loratadine / pseudoephedrine,,,,,,,,,,loratadine / pseudoephedrine,false,,EGP,wikidata
ciprofloxacin/dexamethasone,,,,,,,,,,ciprofloxacin/dexamethasone,false,,EGP,wikidata
enalapril / hydrochlorothiazide,,,,,,,,,,enalapril / hydrochlorothiazide,false,,EGP,wikidata
aspirin / dipyridamole,,,,,,,,,,aspirin / dipyridamole,false,,EGP,wikidata
epinephrine / lidocaine,,,,,,,,,,epinephrine / lidocaine,false,,EGP,wikidata
amitriptyline / chlordiazepoxide,,,,,,,,,,amitriptyline / chlordiazepoxide,false,,EGP,wikidata
fexofenadine/pseudoephedrine,,,,,,,,,,fexofenadine/pseudoephedrine,false,,EGP,wikidata
ciprofloxacin / fluocinolone,,,,,,,,,,ciprofloxacin / fluocinolone,false,,EGP,wikidata
acetaminophen / butalbital / caffeine / codeine,,,,,,,,,,acetaminophen / butalbital / caffeine / codeine,false,,EGP,wikidata
cyclopentolate / phenylephrine,,,,,,,,,,cyclopentolate / phenylephrine,false,,EGP,wikidata
benzoyl peroxide / clindamycin,,,,,,,,,,benzoyl peroxide / clindamycin,false,,EGP,wikidata
chlorpheniramine / hydrocodone / pseudoephedrine,,,,,,,,,,chlorpheniramine / hydrocodone / pseudoephedrine,false,,EGP,wikidata
betamethasone / clotrimazole,,,,,,,,,,betamethasone / clotrimazole,false,,EGP,wikidata
bupivacaine / epinephrine,,,,,,,,,,bupivacaine / epinephrine,false,,EGP,wikidata
aspirin / butalbital / caffeine,,,,,,,,,,aspirin / butalbital / caffeine,false,,EGP,wikidata
ethinyl estradiol / etonogestrel,,,,,,,,,,ethinyl estradiol / etonogestrel,false,,EGP,wikidata
olodaterol / tiotropium,,,,,,,,,,olodaterol / tiotropium,false,,EGP,wikidata
hydrochlorothiazide / quinapril,,,,,,,,,,hydrochlorothiazide / quinapril,false,,EGP,wikidata
betamethasone / betamethasone acetate,,,,,,,,,,betamethasone / betamethasone acetate,false,,EGP,wikidata
isoniazid / pyrazinamide / rifampin,,,,,,,,,,isoniazid / pyrazinamide / rifampin,false,,EGP,wikidata
hydrochlorothiazide / losartan,,,,,,,,,,hydrochlorothiazide / losartan,false,,EGP,wikidata
hydrochlorothiazide / valsartan,,,,,,,,,,hydrochlorothiazide / valsartan,false,,EGP,wikidata
hydrochlorothiazide / spironolactone,,,,,,,,,,hydrochlorothiazide / spironolactone,false,,EGP,wikidata
acrivastine / pseudoephedrine,,,,,,,,,,acrivastine / pseudoephedrine,false,,EGP,wikidata
Hydrocortisone / Neomycin / Polymyxin B,,,,,,,,,,Hydrocortisone / Neomycin / Polymyxin B|hydrocortisone / neomycin / polymyxin b,false,,EGP,wikidata
ciprofloxacin / hydrocortisone,,,,,,,,,,ciprofloxacin / hydrocortisone,false,,EGP,wikidata
hydrocortisone / pramoxine,,,,,,,,,,hydrocortisone / pramoxine,false,,EGP,wikidata
aspirin / oxycodone,,,,,,,,,,aspirin / oxycodone,false,,EGP,wikidata
canagliflozin / metformin,,,,,,,,,,canagliflozin / metformin,false,,EGP,wikidata
benzoyl peroxide / erythromycin,,,,,,,,,,benzoyl peroxide / erythromycin,false,,EGP,wikidata
brompheniramine / dextromethorphan / pseudoephedrine,,,,,,,,,,brompheniramine / dextromethorphan / pseudoephedrine,false,,EGP,wikidata
formoterol / glycopyrrolate,,,,,,,,,,formoterol / glycopyrrolate,false,,EGP,wikidata
brimonidine / timolol,,,,,,,,,,brimonidine / timolol,false,,EGP,wikidata
olmesartan/amlodipine/hydrochlorothiazide,,,,,,,,,,olmesartan/amlodipine/hydrochlorothiazide,false,,EGP,wikidata
lovastatin / niacin,,,,,,,,,,lovastatin / niacin,false,,EGP,wikidata
estradiol / norethindrone,,,,,,,,,,estradiol / norethindrone,false,,EGP,wikidata
chlorpheniramine / codeine,,,,,,,,,,chlorpheniramine / codeine,false,,EGP,wikidata
neomycin / polymyxin B,,,,,,,,,,neomycin / polymyxin B|neomycin / polymyxin b,false,,EGP,wikidata
Goprelto,,,,,,,,,,Goprelto|goprelto,false,,EGP,wikidata
angiotensin IV,,,,,,,,,,angiotensin IV|angiotensin iv,false,,EGP,wikidata
cosmomycin B',,,,,,,,,,cosmomycin B'|cosmomycin b',false,,EGP,wikidata
cosmomycin A',,,,,,,,,,cosmomycin A'|cosmomycin a',false,,EGP,wikidata
Hylo-Comod,,,,,,,,,,Hylo-Comod|hylo-comod,false,,EGP,wikidata
peppermint leaf,,,,,,,,,,peppermint leaf,false,,EGP,wikidata
dittany of Crete (herb),,,,,,,,,,dittany of Crete (herb)|dittany of crete (herb),false,,EGP,wikidata
guarana seed,,,,,,,,,,guarana seed,false,,EGP,wikidata
katula,,,,,,,,,,katula,false,,EGP,wikidata
Mouse-ear hawkweed,,,,,,,,,,Mouse-ear hawkweed|mouse-ear hawkweed,false,,EGP,wikidata
ribwort plantain leaf,,,,,,,,,,ribwort plantain leaf,false,,EGP,wikidata
primula root,,,,,,,,,,primula root,false,,EGP,wikidata
arctic root,,,,,,,,,,arctic root,false,,EGP,wikidata
elderberry,,,,,,,,,,elderberry,false,,EGP,wikidata
hedge mustard (herb),,,,,,,,,,hedge mustard (herb),false,,EGP,wikidata
woody nightshade stem,,,,,,,,,,woody nightshade stem,false,,EGP,wikidata
european goldenrod (herb),,,,,,,,,,european goldenrod (herb),false,,EGP,wikidata
comfrey root,,,,,,,,,,comfrey root,false,,EGP,wikidata
Tiliae tomentosae flos,,,,,,,,,,Tiliae tomentosae flos|tiliae tomentosae flos,false,,EGP,wikidata
tormentil root,,,,,,,,,,tormentil root,false,,EGP,wikidata
cat's claw (bark),,,,,,,,,,cat's claw (bark),false,,EGP,wikidata
nettle leaf,,,,,,,,,,nettle leaf,false,,EGP,wikidata
nettle herb,,,,,,,,,,nettle herb,false,,EGP,wikidata
Mezoneuron sumatranum,,,,,,,,,,Mezoneuron sumatranum|mezoneuron sumatranum,false,,EGP,wikidata
empagliflozin/linagliptin,,,,,,,,,,empagliflozin/linagliptin|A10BD19,false,,EGP,wikidata
indacaterol/glycopyrrolate,,,,,,,,,,indacaterol/glycopyrrolate|R03AL04,false,,EGP,wikidata
ethinylestradiol/norelgestromin,,,,,,,,,,ethinylestradiol/norelgestromin|G03AA13,false,,EGP,wikidata
emapalumab,,,,,,,,,,emapalumab|L04AA39,false,,EGP,wikidata
estradiol/dydrogesterone,,,,,,,,,,estradiol/dydrogesterone|G03FB08,false,,EGP,wikidata
azole antimycotic,,,,,,,,,,azole antimycotic,false,,EGP,wikidata
transdermal testosterone gel,,,,,,,,,,transdermal testosterone gel,false,,EGP,wikidata
Neothetazone,,,,,,,,,,Neothetazone|neothetazone,false,,EGP,wikidata
IMM-101,,,,,,,,,,IMM-101|imm-101,false,,EGP,wikidata
tislelizumab,,,,,,,,,,tislelizumab,false,,EGP,wikidata
Nirodh,,,,,,,,,,Nirodh|nirodh,false,,EGP,wikidata
hydrocodone/homatropine,,,,,,,,,,hydrocodone/homatropine,false,,EGP,wikidata
elexacaftor/ivacaftor/tezacaftor,,,,,,,,,,elexacaftor/ivacaftor/tezacaftor,false,,EGP,wikidata
darunavir/cobicistat/emtricitabine/tenofovir alafenamide,,,,,,,,,,darunavir/cobicistat/emtricitabine/tenofovir alafenamide,false,,EGP,wikidata
sodium phenylacetate/sodium benzoate,,,,,,,,,,sodium phenylacetate/sodium benzoate,false,,EGP,wikidata
ethinyl estradiol-norgestrel combination,,,,,,,,,,ethinyl estradiol-norgestrel combination,false,,EGP,wikidata
conjugated estrogens/methyltestosterone,,,,,,,,,,conjugated estrogens/methyltestosterone,false,,EGP,wikidata
estradiol/drospirenone,,,,,,,,,,estradiol/drospirenone,false,,EGP,wikidata
Estradiol/norethisterone,,,,,,,,,,Estradiol/norethisterone|estradiol/norethisterone,false,,EGP,wikidata
ethinylestradiol/drospirenone/prasterone,,,,,,,,,,ethinylestradiol/drospirenone/prasterone,false,,EGP,wikidata
Fluticasone furoate/umeclidinium bromide/vilanterol,,,,,,,,,,Fluticasone furoate/umeclidinium bromide/vilanterol|fluticasone furoate/umeclidinium bromide/vilanterol,false,,EGP,wikidata
Polyestradiol phosphate/medroxyprogesterone acetate,,,,,,,,,,Polyestradiol phosphate/medroxyprogesterone acetate|polyestradiol phosphate/medroxyprogesterone acetate,false,,EGP,wikidata
Alendronic acid/colecalciferol,,,,,,,,,,Alendronic acid/colecalciferol|alendronic acid/colecalciferol,false,,EGP,wikidata
amlodipine/celecoxib,,,,,,,,,,amlodipine/celecoxib,false,,EGP,wikidata
bempedoic acid/ezetimibe,,,,,,,,,,bempedoic acid/ezetimibe,false,,EGP,wikidata
Bimatoprost/timolol,,,,,,,,,,Bimatoprost/timolol|bimatoprost/timolol,false,,EGP,wikidata
Brinzolamide/brimonidine,,,,,,,,,,Brinzolamide/brimonidine|brinzolamide/brimonidine,false,,EGP,wikidata
Daratumumab/hyaluronidase,,,,,,,,,,Daratumumab/hyaluronidase|daratumumab/hyaluronidase,false,,EGP,wikidata
Desloratadine/pseudoephedrine,,,,,,,,,,Desloratadine/pseudoephedrine|desloratadine/pseudoephedrine,false,,EGP,wikidata
dolutegravir/rilpivirine,,,,,,,,,,dolutegravir/rilpivirine,false,,EGP,wikidata
Elagolix/estradiol/norethindrone acetate,,,,,,,,,,Elagolix/estradiol/norethindrone acetate|elagolix/estradiol/norethindrone acetate,false,,EGP,wikidata
Fenofibrate/simvastatin,,,,,,,,,,Fenofibrate/simvastatin|fenofibrate/simvastatin,false,,EGP,wikidata
Glycopyrronium bromide/formoterol,,,,,,,,,,Glycopyrronium bromide/formoterol|glycopyrronium bromide/formoterol,false,,EGP,wikidata
imidacloprid/moxidectin,,,,,,,,,,imidacloprid/moxidectin,false,,EGP,wikidata
Lamivudine/tenofovir,,,,,,,,,,Lamivudine/tenofovir|lamivudine/tenofovir,false,,EGP,wikidata
netarsudil/latanoprost,,,,,,,,,,netarsudil/latanoprost,false,,EGP,wikidata
pertuzumab/trastuzumab/hyaluronidase,,,,,,,,,,pertuzumab/trastuzumab/hyaluronidase,false,,EGP,wikidata
indacaterol/mometasone,,,,,,,,,,indacaterol/mometasone,false,,EGP,wikidata
Beclometasone/formoterol,,,,,,,,,,Beclometasone/formoterol|beclometasone/formoterol,false,,EGP,wikidata
Insulin degludec/insulin aspart,,,,,,,,,,Insulin degludec/insulin aspart|insulin degludec/insulin aspart,false,,EGP,wikidata
Indacaterol/glycopyrronium bromide/mometasone,,,,,,,,,,Indacaterol/glycopyrronium bromide/mometasone|indacaterol/glycopyrronium bromide/mometasone,false,,EGP,wikidata
arginine/lysine,,,,,,,,,,arginine/lysine,false,,EGP,wikidata
pioglitazone/glimepiride,,,,,,,,,,pioglitazone/glimepiride,false,,EGP,wikidata
estradiol benzoate/progesterone/testosterone propionate,,,,,,,,,,estradiol benzoate/progesterone/testosterone propionate,false,,EGP,wikidata
estradiol benzoate/trenbolone acetate,,,,,,,,,,estradiol benzoate/trenbolone acetate,false,,EGP,wikidata
trastuzumab/hyaluronidase,,,,,,,,,,trastuzumab/hyaluronidase,false,,EGP,wikidata
bupivacaine/meloxicam,,,,,,,,,,bupivacaine/meloxicam,false,,EGP,wikidata
atoltivimab/maftivimab/odesivimab,,,,,,,,,,atoltivimab/maftivimab/odesivimab,false,,EGP,wikidata
ethinylestradiol/megestrol acetate,,,,,,,,,,ethinylestradiol/megestrol acetate,false,,EGP,wikidata
vaccinal liquid in the first COVID-19 shot given to Sarah Lindsay,,,,,,,,,,vaccinal liquid in the first COVID-19 shot given to Sarah Lindsay|vaccinal liquid in the first covid-19 shot given to sarah lindsay,false,,EGP,wikidata
Packet of 'Anti-Baby' condoms,,,,,,,,,,Packet of 'Anti-Baby' condoms|packet of 'anti-baby' condoms,false,,EGP,wikidata
BNT162b5,,,,,,,,,,BNT162b5|bnt162b5,false,,EGP,wikidata
Buprenorphine/naltrexone,,,,,,,,,,Buprenorphine/naltrexone|buprenorphine/naltrexone,false,,EGP,wikidata
cycloserine/lurasidone,,,,,,,,,,cycloserine/lurasidone,false,,EGP,wikidata
thiamphenicol glycinate acetylcysteine,,,,,,,,,,thiamphenicol glycinate acetylcysteine,false,,EGP,wikidata
hydrocodone/aspirin,,,,,,,,,,hydrocodone/aspirin,false,,EGP,wikidata
insulin glargine/lixisenatide,,,,,,,,,,insulin glargine/lixisenatide,false,,EGP,wikidata
trabedersen,,,,,,,,,,trabedersen,false,,EGP,wikidata
efmoroctocog alfa,,,,,,,,,,efmoroctocog alfa,false,,EGP,wikidata
eftrenonacog alfa,,,,,,,,,,eftrenonacog alfa,false,,EGP,wikidata
"""antihemophilic factor porcine","b-domain truncated recombinant""",,,,,,,,,"""antihemophilic factor porcine|b-domain truncated recombinant""",false,,EGP,wikidata
nomegestrol acetate / estradiol,,,,,,,,,,nomegestrol acetate / estradiol,false,,EGP,wikidata
ceftolozane / tazobactam,,,,,,,,,,ceftolozane / tazobactam,false,,EGP,wikidata
alendronate sodium trihydrate / colecalciferol,,,,,,,,,,alendronate sodium trihydrate / colecalciferol,false,,EGP,wikidata
clopidogrel / acetylsalicylic acid,,,,,,,,,,clopidogrel / acetylsalicylic acid,false,,EGP,wikidata
alendronic acid / colecalciferol,,,,,,,,,,alendronic acid / colecalciferol,false,,EGP,wikidata
irbesartan / hydrochlorothiazide,,,,,,,,,,irbesartan / hydrochlorothiazide,false,,EGP,wikidata
norelgestromin / ethinyl estradiol,,,,,,,,,,norelgestromin / ethinyl estradiol,false,,EGP,wikidata
desloratadine / pseudophedrine sulphate,,,,,,,,,,desloratadine / pseudophedrine sulphate,false,,EGP,wikidata
follitropin alfa / lutropin alfa,,,,,,,,,,follitropin alfa / lutropin alfa,false,,EGP,wikidata
laropiprant / nicotinic acid,,,,,,,,,,laropiprant / nicotinic acid,false,,EGP,wikidata
brinzolamide / timolol,,,,,,,,,,brinzolamide / timolol,false,,EGP,wikidata
brinzolamide / brimonidine tartrate,,,,,,,,,,brinzolamide / brimonidine tartrate,false,,EGP,wikidata
bimatoprost / timolol,,,,,,,,,,bimatoprost / timolol,false,,EGP,wikidata
fluticasone furoate / vilanterol trifenatate,,,,,,,,,,fluticasone furoate / vilanterol trifenatate,false,,EGP,wikidata
fenofibrate / pravastatin,,,,,,,,,,fenofibrate / pravastatin,false,,EGP,wikidata
travoprost / timolol,,,,,,,,,,travoprost / timolol,false,,EGP,wikidata
insulin aspart / insulin degludec,,,,,,,,,,insulin aspart / insulin degludec,false,,EGP,wikidata
japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated),,,,,,,,,,japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated),false,,EGP,wikidata
hepatitis b virus hbsag surface protein antigen,,,,,,,,,,hepatitis b virus hbsag surface protein antigen,false,,EGP,wikidata
coagulation factor ix human,,,,,,,,,,coagulation factor ix human,false,,EGP,wikidata
varicella-zoster virus strain oka/merck live antigen,,,,,,,,,,varicella-zoster virus strain oka/merck live antigen,false,,EGP,wikidata
albutrepenonacog alfa,,,,,,,,,,albutrepenonacog alfa,false,,EGP,wikidata
cefoperazone/sulbactam,,,,,,,,,,cefoperazone/sulbactam,false,,EGP,wikidata
Hyoscyamine/hexamethylenetetramine/phenyl salicylate/methylene blue/benzoic acid,,,,,,,,,,Hyoscyamine/hexamethylenetetramine/phenyl salicylate/methylene blue/benzoic acid|hyoscyamine/hexamethylenetetramine/phenyl salicylate/methylene blue/benzoic acid,false,,EGP,wikidata
aripiprazole/sertraline,,,,,,,,,,aripiprazole/sertraline,false,,EGP,wikidata
Buspirone/testosterone,,,,,,,,,,Buspirone/testosterone|buspirone/testosterone,false,,EGP,wikidata
estetrol/drospirenone,,,,,,,,,,estetrol/drospirenone,false,,EGP,wikidata
oxycodone/ibuprofen,,,,,,,,,,oxycodone/ibuprofen|N02AJ19,false,,EGP,wikidata
ethinylestradiol/norelgestromin,,,,,,,,,,ethinylestradiol/norelgestromin|G03AA13,false,,EGP,wikidata
autologous cultured chondrocytes,,,,,,,,,,autologous cultured chondrocytes|M09AX02,false,,EGP,wikidata
protein c concentrate (human),,,,,,,,,,protein c concentrate (human)|B01AD12,false,,EGP,wikidata
coagulation factor ix recombinant human,,,,,,,,,,coagulation factor ix recombinant human|B02BD09,false,,EGP,wikidata
epoetin theta,,,,,,,,,,epoetin theta|B03XA01,false,,EGP,wikidata
canagliflozin / metformin hydrochloride,,,,,,,,,,canagliflozin / metformin hydrochloride|A10BD16,false,,EGP,wikidata
dapagliflozin / metformin,,,,,,,,,,dapagliflozin / metformin|A10BD15,false,,EGP,wikidata
